slug,title,net_effect_consensus,median_pay,num_jobs,fable5_commercial_weight,fable5_consumer_weight,fable5_undefined_weight,fable5_rationale,gpt56sol_commercial_weight,gpt56sol_consumer_weight,gpt56sol_undefined_weight,gpt56sol_rationale,grok45_commercial_weight,grok45_consumer_weight,grok45_undefined_weight,grok45_rationale,avg_commercial_weight,avg_consumer_weight,avg_undefined_weight
chefs-and-head-cooks,Chefs and head cooks,resilient,60990,197300,0.75,0.15,0.1,"The limited AI disruption comes mainly from restaurants and food-service operators buying tools for menu planning, inventory, scheduling, and recipe development, with a small consumer share from individuals using AI recipe and meal-planning tools to cook at home instead of dining out.",0.85,0.1,0.05,"Most disruption comes from restaurants adopting AI for menu planning, inventory, scheduling, pricing, marketing, and kitchen automation, while a smaller share comes from consumers using AI recipes or meal planning instead of purchasing professional food services.",0.9,0.05,0.05,"AI disruption is almost entirely via employer-purchased tools for menu ideation, inventory, scheduling, and kitchen ops bought by restaurants and foodservice firms, with only marginal consumer use of recipe AI that rarely replaces hired chefs.",0.8333,0.1,0.0667
drywall-and-ceiling-tile-installers-and-tapers,"Drywall installers, ceiling tile installers, and tapers",resilient,58800,118600,0.7,0.15,0.15,"The limited AI disruption comes mainly from contractors and construction firms buying estimating, measurement, and scheduling tools, with a small consumer share from homeowners using AI guidance for DIY drywall repairs instead of hiring a pro, and some ambiguity given how minimal and peripheral the disruption is overall.",0.9,0.0,0.1,"The limited AI disruption would mainly come from construction employers purchasing estimating, scheduling, plan-analysis, or robotic tools, while consumers are unlikely to use AI directly to replace this physical trade.",0.9,0.05,0.05,"Any AI disruption is limited to peripheral tools for estimating, scheduling, and plan interpretation purchased by construction firms and contractors, while pure consumer replacement of physical drywall installation is essentially nonexistent.",0.8333,0.0667,0.1
food-preparation-workers,Food preparation workers,resilient,34220,902700,0.75,0.05,0.2,"What little AI disruption exists comes from restaurants and food-service employers purchasing scheduling, inventory, and kitchen automation systems, with only a trivial consumer channel (individuals using AI recipes to cook at home instead of buying prepared food) and some ambiguity because the occupation is largely resilient to AI overall.",0.9,0.05,0.05,"Nearly all relevant disruption comes from restaurants, institutional kitchens, and food producers purchasing automation, inventory, scheduling, or monitoring systems, while direct consumer AI rarely substitutes for hands-on food preparation workers.",0.85,0.05,0.1,"AI tools for inventory, scheduling, recipe scaling, and kitchen automation are purchased by restaurants and food-service employers, while consumer AI meal-planning has only marginal indirect effects and residual ambiguity exists around pre-processed supply chains.",0.8333,0.05,0.1167
insulation-workers,Insulation workers,resilient,50730,67400,0.75,0.1,0.15,"The minimal AI disruption comes from contractors adopting estimating, blueprint, and scheduling tools purchased by employers, with only a small consumer share from homeowners using AI guidance for DIY insulation projects instead of hiring professionals.",0.9,0.05,0.05,"Nearly all plausible disruption comes from contractors purchasing AI tools for estimating, blueprint review, scheduling, safety, and documentation, while consumers are unlikely to use AI to replace the physical installation service.",0.85,0.1,0.05,"Peripheral AI tools for material estimation, blueprint review, and scheduling are bought by contractors and construction firms, while consumer DIY advice has only marginal impact and cannot replace the physical installation work.",0.8333,0.0833,0.0833
nurse-anesthetists-nurse-midwives-and-nurse-practitioners,"Nurse anesthetists, nurse midwives, and nurse practitioners",resilient,132050,382700,0.75,0.15,0.1,"AI documentation, clinical decision support, and monitoring tools are purchased by hospitals and health systems employing APRNs, while a smaller consumer share comes from patients using AI symptom-checkers to bypass primary-care visits that nurse practitioners often handle.",0.9,0.05,0.05,"Most disruption will come from healthcare employers purchasing clinical decision-support, documentation, monitoring, and workflow tools, while limited consumer AI use may bypass minor education or triage services.",0.85,0.1,0.05,"AI tools for documentation, clinical decision support, and care planning are bought by hospitals and clinics to augment APRNs, while consumer self-diagnosis apps offer only limited substitution for primary-care NP visits and none for anesthesia or midwifery.",0.8333,0.1,0.0667
occupational-therapists,Occupational therapists,resilient,98340,160000,0.75,0.15,0.1,"AI disruption comes mainly from clinics, hospitals, and rehab facilities purchasing documentation, treatment-planning, and progress-tracking tools for their therapists, with only a small consumer share from individuals using AI for home exercise guidance or adaptive equipment advice instead of booking sessions.",0.9,0.05,0.05,"Most disruption will come from healthcare employers purchasing AI for documentation, treatment planning, progress tracking, and clinical analysis, while direct-to-consumer tools may only modestly substitute for limited guidance or home exercises.",0.85,0.05,0.1,"AI assists mainly with documentation, treatment planning, and analysis tools bought by clinics/hospitals for OTs, while direct consumer self-replacement of hands-on OT services is rare and residual ambiguity is minor.",0.8333,0.0833,0.0833
physician-assistants,Physician assistants,resilient,133260,162700,0.75,0.15,0.1,"AI augmentation of PA work (ambient documentation, diagnostic decision support, charting tools) is purchased by hospitals and clinics, with a small consumer share from patients using AI symptom checkers to skip low-acuity visits.",0.9,0.05,0.05,"Most disruption comes from healthcare employers purchasing documentation, diagnostic-support, and workflow AI for PAs, while consumer AI may bypass a small share of low-acuity visits.",0.85,0.1,0.05,"AI disruption for PAs is almost entirely employer-purchased clinical tools (ambient scribes, diagnostic support, EHR AI) that augment documentation and decision-making inside hospitals and practices, while pure consumer self-diagnosis tools only marginally reduce some visits and cannot replace licensed exams, procedures, or prescribing.",0.8333,0.1,0.0667
preschool-teachers,Preschool teachers,resilient,37120,555100,0.75,0.1,0.15,"The modest AI disruption comes mainly from preschools and childcare centers purchasing tools for lesson planning, documentation, and parent communication, with only slight consumer-side substitution from parents using AI-based early-learning apps at home, since preschool's core value is in-person supervision and care that families cannot replace with software.",0.85,0.1,0.05,"Most disruption comes from preschools purchasing AI for lesson planning, documentation, and parent communication, while direct-to-family educational tools offer only limited substitution for in-person teaching and supervision.",0.9,0.0,0.1,"AI only augments peripheral tasks like lesson planning and parent communications, which are purchased by preschool employers/institutions rather than by parents seeking to replace teachers.",0.8333,0.0667,0.1
recreation-workers,Recreation workers,resilient,35380,327700,0.75,0.1,0.15,"The limited AI disruption comes mainly from employers (parks departments, senior facilities, community centers) adopting tools for scheduling, program planning, and newsletters, with only a minor consumer channel of individuals using AI to self-plan activities instead of joining organized programs.",0.9,0.05,0.05,"Most disruption comes from employers using AI for scheduling, paperwork, promotion, and activity planning, while direct consumer substitution for in-person supervision and group leadership is minimal.",0.85,0.05,0.1,"AI only augments peripheral admin/planning tasks for recreation workers, so tools are purchased by employers like parks departments, community centers, and senior facilities, with negligible direct consumer substitution for in-person group leadership.",0.8333,0.0667,0.1
rehabilitation-counselors,Rehabilitation counselors,resilient,46110,91900,0.8,0.1,0.1,"AI assistance (documentation, assessments, plan drafting, resource matching) would be purchased by state vocational rehab agencies, nonprofits, and healthcare employers rather than clients, since services are publicly funded rather than paid out of pocket; only a small consumer share comes from individuals using AI directly for disability resource navigation and self-guidance.",0.85,0.1,0.05,"Most disruption will come from agencies, healthcare providers, and government programs purchasing AI for documentation, assessment, planning, and resource matching, with limited direct consumer substitution for relationship-based counseling.",0.85,0.05,0.1,"AI tools for assessments, plan drafting, resource matching, and documentation are purchased by employers (rehab agencies, hospitals, government programs) to augment counselors, while individual consumers rarely bypass licensed rehab counseling entirely with self-serve AI given the specialized advocacy, coordination, and funding structure.",0.8333,0.0833,0.0833
social-workers,Social workers,resilient,61330,810900,0.75,0.15,0.1,"AI tools for case documentation, resource matching, and risk assessment are purchased by agencies, hospitals, and government employers, while a small consumer share comes from individuals using AI chatbots for benefits navigation, emotional support, or resource-finding instead of contacting a social worker.",0.9,0.05,0.05,"Most disruption will come from government agencies, healthcare systems, schools, and nonprofits purchasing AI for documentation, case management, resource matching, and risk assessment, with limited direct consumer substitution through self-service counseling or benefits-navigation tools.",0.85,0.1,0.05,"AI primarily augments employed social workers via employer-purchased tools for documentation, resource matching, and case management at agencies/hospitals/governments, while direct consumer bypass is limited (mostly private counseling overlap) and rarely replaces institutional services.",0.8333,0.1,0.0667
veterinary-technologists-and-technicians,Veterinary technologists and technicians,resilient,45980,134200,0.75,0.15,0.1,"AI tools affecting vet techs (diagnostic interpretation, documentation, monitoring) are purchased by veterinary clinics as employers, with a small consumer channel from pet owners using AI for at-home pet health advice instead of clinic visits.",0.9,0.05,0.05,"Most disruption comes from veterinary clinics purchasing AI for documentation, diagnostics, monitoring, triage, and client communication, while limited consumer use may bypass technicians only for basic pet-care guidance or triage.",0.85,0.1,0.05,"AI tools for documentation, diagnostic interpretation, monitoring, and client communication are bought by veterinary clinics/employers to augment hands-on tech work, while limited consumer pet-advice apps provide only minor demand reduction.",0.8333,0.1,0.0667
childcare-workers,Childcare workers,resilient,32050,991600,0.75,0.1,0.15,"The minimal AI disruption comes mainly from daycare centers and childcare providers purchasing tools for administrative tasks like scheduling, parent communication, and curriculum planning, with only a marginal consumer channel since parents cannot substitute AI for physical in-person care.",0.85,0.05,0.1,"Most disruption comes from childcare providers adopting AI for scheduling, documentation, activity planning, and parent communications, while direct consumer substitution is minimal because AI cannot provide physical supervision and care.",0.85,0.05,0.1,"AI only augments peripheral admin, planning, and communication tasks that are purchased by childcare centers and employers, while true consumer bypass of in-person care is nearly impossible and residual ambiguity exists for self-employed providers.",0.8167,0.0667,0.1167
farmers-ranchers-and-other-agricultural-managers,"Farmers, ranchers, and other agricultural managers",resilient,87980,836100,0.85,0.0,0.15,"AI precision-agriculture, forecasting, and farm-management tools are purchased by farm operations as business inputs (even when the owner-operator is the buyer, it's a commercial purchase), while consumers cannot bypass farming itself; some ambiguity remains because many farmers are self-employed individuals blurring the employer/individual distinction.",0.75,0.0,0.25,"Most disruption comes from farms and agribusinesses purchasing precision-agriculture, monitoring, and decision-support tools, while ambiguity remains because many farmers are self-employed owner-operators who buy tools for their own operations.",0.85,0.0,0.15,"Precision-agriculture, monitoring, forecasting, and farm-management AI tools are sold to agricultural businesses and operators as commercial products that augment managerial work, while end consumers have no realistic path to bypass farmers or ranchers via AI.",0.8167,0.0,0.1833
high-school-teachers,High school teachers,resilient,64580,1094500,0.75,0.15,0.1,"AI tools for lesson planning, grading, and instruction are overwhelmingly procured by school districts and edtech contracts (commercial), with a modest consumer channel from families using AI tutors or homeschool alternatives to supplement or bypass classroom instruction, and some ambiguity from teachers personally purchasing AI subscriptions for work.",0.9,0.05,0.05,"Most disruption comes from schools purchasing AI for planning, grading, administration, and instruction, while direct student or parent purchases only marginally substitute for teachers.",0.8,0.1,0.1,"AI disruption is driven mainly by schools and districts purchasing tools that automate lesson planning, grading, assessment design, and materials creation for employed teachers, while direct consumer bypass via individual AI tutors or self-study remains marginal due to compulsory enrollment, licensing, and in-person supervision requirements.",0.8167,0.1,0.0833
jewelers-and-precious-stone-and-metal-workers,Jewelers and precious stone and metal workers,resilient,49140,35100,0.8,0.1,0.1,"AI tools for CAD design generation, computer-vision gem grading, and appraisal research are purchased by jewelry shops, manufacturers, and gemological labs, while only a small share of disruption comes from consumers using AI to self-design jewelry or self-appraise pieces instead of paying a professional.",0.8,0.1,0.1,"Most disruption comes from jewelry businesses adopting AI-assisted CAD, grading, appraisal, and production tools, with limited consumer bypass and some ambiguity from self-employed jewelers purchasing tools themselves.",0.85,0.1,0.05,"AI tools for CAD design, gem grading, and appraisal research are purchased by jewelry firms and workshops for their workers, while limited consumer apps for design ideas or rough valuation provide only minor bypass of professional services.",0.8167,0.1,0.0833
landscape-architects,Landscape architects,resilient,79660,21800,0.75,0.15,0.1,"AI disruption comes mainly from design firms and municipalities adopting generative design, CADD, GIS, and rendering tools that compress billable production work, with a smaller consumer channel of homeowners using AI garden/landscape design apps to skip hiring a professional for small residential projects.",0.9,0.05,0.05,"Most disruption will come from architecture, engineering, and planning firms purchasing AI-enabled CADD, GIS, rendering, and estimation tools, while limited consumer use may let homeowners bypass professionals for simple residential designs.",0.8,0.15,0.05,"AI disruption centers on firm-purchased tools for CADD, generative design, GIS, and rendering that augment licensed professional workflows, with limited consumer DIY apps substituting only for simple residential projects and minor ambiguity for self-employed practitioners.",0.8167,0.1167,0.0667
library-technicians-and-assistants,Library technicians and assistants,resilient,37540,163100,0.65,0.25,0.1,"Most disruption comes from libraries and school systems purchasing automated cataloging, self-checkout, and chatbot reference tools (commercial), but a meaningful share stems from patrons using consumer AI and digital services to answer questions themselves instead of visiting the library, with some ambiguity since library services are free to users.",0.9,0.05,0.05,"Disruption will overwhelmingly come from libraries, schools, and local governments purchasing AI cataloging, reference, circulation, and administrative systems, while patrons may only marginally bypass library assistance with consumer AI tools.",0.9,0.0,0.1,"AI tools for cataloging, reference chatbots, database maintenance, and self-service circulation are purchased by libraries and educational institutions, while free public access means individuals do not pay out-of-pocket for these services and thus do not buy replacement AI tools.",0.8167,0.1,0.0833
middle-school-teachers,Middle school teachers,resilient,62970,633700,0.8,0.1,0.1,"AI teaching tools (lesson planning, grading, differentiation platforms) are procured by school districts and institutions, while a small consumer channel exists via families using AI tutors or homeschool supplements to bypass traditional instruction, with some ambiguity from teachers personally purchasing tools.",0.85,0.1,0.05,"Most disruption comes from schools and districts purchasing AI for planning, grading, and personalized instruction, while a smaller share comes from families using AI tutoring or homeschooling tools to bypass professional teaching.",0.8,0.1,0.1,"AI tools for lesson planning, grading, differentiation, and materials are mainly bought by schools/districts to augment employed teachers, while consumer AI tutors or homeschool aids offer only limited substitution for compulsory classroom roles, with residual ambiguity from free tools and personal teacher use.",0.8167,0.1,0.0833
optometrists,Optometrists,resilient,134830,47800,0.75,0.15,0.1,"AI disruption comes mainly from clinics, retail chains, and health systems purchasing diagnostic imaging analysis and autorefraction tools, with a smaller consumer channel from app-based online vision tests and prescription renewals that let individuals skip routine exams.",0.85,0.1,0.05,"Most disruption will come from optometry practices and health systems purchasing AI for imaging, screening, refraction, and workflow, while consumer vision-testing tools may bypass a limited share of routine visits.",0.85,0.1,0.05,"AI tools for retinal imaging, disease screening, and refraction analysis are bought by optometry practices and clinics to augment licensed exams, while limited consumer apps enable only partial self-screening that rarely fully replaces professional visits.",0.8167,0.1167,0.0667
physical-therapist-assistants-and-aides,Physical therapist assistants and aides,resilient,60050,157100,0.75,0.15,0.1,"The limited AI disruption comes mainly from clinics and hospitals buying documentation, scheduling, and progress-tracking tools, with a small consumer share from individuals using AI exercise-guidance apps in place of some in-person rehab sessions.",0.9,0.05,0.05,"Most disruption comes from clinics and healthcare employers purchasing AI for documentation, scheduling, progress tracking, and exercise support, while limited consumer use of AI-guided rehabilitation may bypass some professional services.",0.8,0.15,0.05,"AI disruption is almost entirely peripheral admin tools (documentation, scheduling, notes) purchased by clinics and rehab employers, with only limited secondary pressure from consumer exercise/PT apps that may slightly reduce clinic volume.",0.8167,0.1167,0.0667
property-real-estate-and-community-association-managers,"Property, real estate, and community association managers",resilient,66700,466100,0.75,0.15,0.1,"Disruption mainly comes from property management firms, landlords, and HOAs buying proptech/AI platforms to automate back-office tasks (commercial), with a smaller consumer channel of individual small property owners using AI tools to self-manage instead of hiring a professional manager, and some ambiguity where small landlords blur the owner/employer distinction.",0.9,0.05,0.05,"Most disruption comes from property-management firms, landlords, and associations purchasing AI-enabled platforms for administrative automation, with limited direct consumer bypass by individual property owners.",0.8,0.1,0.1,"AI property-tech platforms automating admin, leasing, and reporting are purchased by management firms, associations, and institutional owners to augment employed managers, while a smaller share of disruption may come from individual landlords using consumer tools to self-manage and bypass professionals, with residual context dependence for mixed ownership.",0.8167,0.1,0.0833
electricians,Electricians,resilient,62350,818700,0.75,0.15,0.1,"The limited AI disruption comes mainly from contracting firms and self-employed electricians buying tools for estimating, diagnostics, code lookup, and scheduling, with a small consumer share from homeowners using AI to guide DIY fixes instead of hiring a licensed electrician (constrained by safety and permitting requirements).",0.85,0.1,0.05,"Most disruption comes from electrical contractors adopting AI for estimating, diagnostics, code lookup, scheduling, and documentation, while limited consumer use of AI may enable minor DIY work but rarely replaces licensed on-site service.",0.8,0.1,0.1,"AI tools for diagnostics, estimating, code lookup, and scheduling are primarily purchased by electrical contractors and employers to augment on-site workers, while consumers can only marginally reduce demand via DIY advice and cannot fully bypass licensed physical installation work, with minor ambiguity for self-employed electricians buying their own tools.",0.8,0.1167,0.0833
fishers-and-related-fishing-workers,Fishing and hunting workers,resilient,,21900,0.75,0.0,0.25,"What little AI disruption exists comes from vessel operators and fishing companies purchasing AI-enhanced sonar, navigation, and stock-prediction tools (commercial), with some ambiguity because many workers are self-employed owner-operators buying their own equipment, and consumers cannot replace commercial fishing/hunting output with AI.",0.8,0.0,0.2,"AI-enabled sonar, navigation, forecasting, and reporting tools are primarily purchased by fishing companies or vessel operators, while some ambiguity arises from self-employed owner-operators buying their own equipment.",0.85,0.05,0.1,"AI tools for sonar, navigation, catch optimization and recordkeeping are purchased by commercial fishing operators and employers, with negligible consumer replacement of fishing/hunting labor and only minor ambiguity for self-employed vessel owners.",0.8,0.0167,0.1833
funeral-service-occupations,Funeral service workers,resilient,59420,59600,0.75,0.15,0.1,"The limited AI disruption is mostly funeral homes adopting tools for paperwork, scheduling, and obituary drafting, with a small consumer share from families using AI directly to write obituaries or plan simpler arrangements, bypassing some professional services.",0.9,0.05,0.05,"Most disruption comes from funeral homes purchasing AI for paperwork, scheduling, obituary drafting, and client communications, while only a small share comes from families directly using AI to bypass limited planning or writing services.",0.75,0.15,0.1,"AI primarily augments funeral homes' administrative tasks (paperwork, scheduling, obituaries) via employer-purchased tools, with limited consumer substitution for partial planning/writing and some residual ambiguity around hybrid family-provider workflows.",0.8,0.1167,0.0833
gaming-services-occupations,Gambling services workers,resilient,35630,150600,0.65,0.2,0.15,"What little AI disruption exists comes mainly from casinos purchasing automation for surveillance, scheduling, bet processing, and electronic table games (commercial), with a smaller consumer share from individuals shifting to AI-enhanced online gambling apps that bypass in-person dealers, and some ambiguity since that online shift is more a channel substitution than AI performing the work.",0.9,0.0,0.1,"Nearly all AI disruption comes from casino and gambling operators adopting automation, surveillance, analytics, and scheduling tools, while online gambling substitution creates limited channel ambiguity rather than direct consumer purchase of AI to replace workers.",0.8,0.05,0.15,"AI tools for surveillance, player analytics, scheduling, bet processing, and payouts are bought by casinos and operators to augment or reduce staff, while individuals rarely purchase AI to bypass dealers themselves and online-platform effects remain somewhat ambiguous as pure AI monetization.",0.7833,0.0833,0.1333
general-maintenance-and-repair-workers,General maintenance and repair workers,resilient,48620,1629700,0.7,0.2,0.1,"Most maintenance workers are employed by facilities, property managers, and institutions that would purchase AI diagnostic and work-order tools, though a modest consumer channel exists where homeowners use AI guidance to DIY repairs instead of hiring a handyman.",0.8,0.15,0.05,"Most disruption comes from employers adopting AI for diagnostics, predictive maintenance, scheduling, and work-order management, while a smaller share comes from consumers using AI guidance to perform basic repairs themselves.",0.85,0.1,0.05,"AI tools for diagnostics, predictive scheduling, parts ordering, and work-order management are bought by employers and facility operators to augment staff, while only marginal consumer DIY apps slightly reduce demand for hired handymen.",0.7833,0.15,0.0667
physicians-and-surgeons,Physicians and surgeons,resilient,239200,839000,0.65,0.25,0.1,"Most disruption comes from hospitals and health systems purchasing AI diagnostic, imaging, and documentation tools, though a meaningful minority stems from patients using consumer AI for self-diagnosis and health advice instead of booking visits.",0.9,0.05,0.05,"Most disruption comes from healthcare organizations adopting clinical documentation, imaging, decision-support, and workflow AI, while direct consumer substitution is limited mainly to low-acuity advice and triage.",0.8,0.15,0.05,"AI tools for documentation, imaging, diagnostics, and decision support are bought by hospitals and health systems to augment employed physicians, while consumer self-diagnosis apps or chatbots enable only limited bypass of visits for minor issues, with minimal channel ambiguity.",0.7833,0.15,0.0667
veterinarians,Veterinarians,resilient,125510,86400,0.7,0.25,0.05,"Most AI disruption comes from veterinary clinics purchasing diagnostic imaging, record-keeping, and workflow tools, while a meaningful minority of pet owners use consumer AI to triage symptoms and skip or delay vet visits.",0.85,0.1,0.05,"Most disruption comes from veterinary clinics buying AI for diagnostics, imaging, records, and client communication, while a smaller share comes from pet owners using consumer AI for basic advice or triage instead of a visit.",0.8,0.15,0.05,"AI disruption is primarily commercial as clinics and practices purchase diagnostic, imaging, records, and communication tools to augment vets, while limited consumer use of AI for pet advice provides some bypass of minor visits but cannot replace hands-on care.",0.7833,0.1667,0.05
painters-construction-and-maintenance,"Painters, construction and maintenance",resilient,48660,342200,0.65,0.25,0.1,"The limited AI disruption mostly comes from painting contractors buying estimating, scheduling, and color-visualization tools, with a smaller consumer share from homeowners using AI guidance and visualization to DIY jobs instead of hiring painters, and some ambiguity since the hands-on trade is largely untouched.",0.85,0.1,0.05,"Most disruption comes from contractors and facilities operators buying AI for estimating, scheduling, visualization, inspection, or limited robotics, while consumer AI may only marginally support DIY painting that bypasses professionals.",0.75,0.15,0.1,"AI tools for estimating, scheduling, color matching, and inspection are primarily purchased by painting contractors and construction firms to augment workers, while consumer DIY visualization or advice apps offer only limited service replacement and self-employed painters create minor channel ambiguity.",0.75,0.1667,0.0833
plumbers-pipefitters-and-steamfitters,"Plumbers, pipefitters, and steamfitters",resilient,62970,504500,0.6,0.25,0.15,"What little AI disruption exists is mostly commercial — plumbing firms and contractors buying tools for estimating, scheduling, code lookup, and BIM planning — with a smaller consumer channel from DIY homeowners using AI to diagnose and fix minor issues instead of calling a plumber, though the overall low-disruption picture leaves some channel ambiguity.",0.8,0.15,0.05,"Most disruption comes from plumbing contractors adopting AI for estimating, scheduling, code checks, BIM, and diagnostics, while consumers may occasionally use AI to troubleshoot minor issues and avoid service calls.",0.85,0.1,0.05,"AI assists only peripheral tasks like estimating, scheduling, code lookup, and BIM that plumbing firms or self-employed contractors purchase as business tools, while pure consumer DIY AI can displace only a small fraction of simple residential calls and cannot replace the physical core work.",0.75,0.1667,0.0833
physical-therapists,Physical therapists,resilient,101020,267200,0.65,0.25,0.1,"Most AI disruption comes from clinics and health systems purchasing documentation, gait-analysis, and care-planning tools to augment therapists, though a meaningful consumer channel exists via AI-guided home exercise and motion-tracking apps that let individuals skip some PT visits.",0.8,0.15,0.05,"Most disruption comes from clinics and healthcare systems purchasing documentation, motion-analysis, monitoring, and care-planning tools, while a smaller share comes from patients using AI-guided rehabilitation apps instead of professional visits.",0.75,0.2,0.05,"AI disruption centers on employer-purchased tools for documentation, gait/motion analysis, and plan drafting used inside clinics and hospitals, with a smaller share from consumer apps that let individuals self-guide exercises and partially bypass visits.",0.7333,0.2,0.0667
carpenters,Carpenters,resilient,59310,959000,0.6,0.2,0.2,"The limited AI disruption comes mainly from contractors and construction firms (including self-employed carpenters acting as businesses) buying estimating, bidding, and scheduling tools, with a smaller consumer channel of homeowners using AI guidance to DIY small carpentry jobs instead of hiring a pro, and some ambiguity since the hands-on core is barely touched by AI at all.",0.75,0.1,0.15,"Most disruption comes from construction firms adopting AI for estimating, blueprint interpretation, scheduling, and administration, while limited DIY substitution and ambiguous adoption by self-employed carpenters account for the remainder.",0.8,0.05,0.15,"AI tools for estimating, blueprints, scheduling and admin are bought mainly by construction firms for employed carpenters, with negligible consumer DIY replacement of physical work and minor ambiguity around self-employed tool purchases.",0.7167,0.1167,0.1667
chiropractors,Chiropractors,resilient,79000,57200,0.6,0.3,0.1,"Most AI disruption comes from chiropractic practices purchasing tools for scheduling, documentation, and imaging interpretation, while a smaller consumer channel exists where individuals use AI for musculoskeletal self-care advice instead of booking visits, though the hands-on core limits both channels.",0.8,0.1,0.1,"Most disruption comes from chiropractic practices adopting AI for documentation, scheduling, imaging support, and treatment planning, while limited consumer substitution occurs through AI self-assessment and advice, with some ambiguity for solo practitioners who are both worker and purchaser.",0.75,0.15,0.1,"AI disruption is confined to peripheral tasks (admin, imaging interpretation, documentation, marketing) via tools bought by practices/clinics, with only modest consumer bypass through self-help back-pain apps and residual ambiguity for solo practitioners who purchase their own software.",0.7167,0.1833,0.1
tile-and-marble-setters,Flooring installers and tile and stone setters,resilient,52000,112300,0.7,0.15,0.15,"The limited AI disruption comes mainly from contractors and flooring companies buying estimating, measurement, and layout software (commercial), with a small consumer share from homeowners using AI design/DIY guidance apps to skip professionals, and some ambiguity since the physical installation work itself is largely untouched by either channel.",0.75,0.1,0.15,"Most disruption comes from contractors adopting AI for estimating, measurement, layout, scheduling, and customer service, while consumer DIY assistance is limited and self-employed installer adoption creates some channel ambiguity.",0.7,0.2,0.1,"Peripheral AI tools for estimating, layout visualization, measurement, and scheduling are primarily purchased by flooring contractors and construction firms to augment installers, while limited consumer DIY design/AR apps enable some homeowner self-installation but rarely fully replace professional physical work.",0.7167,0.15,0.1333
home-health-aides-and-personal-care-aides,Home health and personal care aides,resilient,34900,4347700,0.55,0.25,0.2,"The limited AI disruption mostly flows through home care agencies buying scheduling, documentation, and remote-monitoring software (commercial), with a smaller share from families purchasing consumer monitoring/companion devices to defer or reduce paid care hours, and some ambiguity because much home care is family-funded, blurring the buyer channel.",0.8,0.15,0.05,"Most disruption comes from home-care agencies adopting AI for scheduling, documentation, care planning, and monitoring, while some families may use consumer monitoring or companion tools to reduce limited aide hours.",0.8,0.1,0.1,"AI primarily augments peripheral tasks like scheduling, documentation, care planning, and remote monitoring via tools bought by home-care agencies and providers, while consumer purchases of sensors or companions offer only marginal substitution for hands-on physical care.",0.7167,0.1667,0.1167
coaches-and-scouts,Coaches and scouts,resilient,45920,306500,0.65,0.25,0.1,"Most AI disruption comes from teams, schools, and athletic organizations purchasing video analysis, scouting analytics, and training-plan software for their coaching staff, while a smaller share comes from individual athletes and parents using AI training apps in place of paid private coaching or lessons.",0.75,0.2,0.05,"Most disruption comes from teams, schools, and sports organizations purchasing AI analytics and scouting tools, while a smaller share comes from athletes using AI training apps instead of private coaches.",0.7,0.2,0.1,"Most AI tools for video analysis, opponent scouting, performance tracking, and training design are purchased by teams, schools, colleges, and sports organizations that employ coaches and scouts, while a smaller share comes from consumer apps that let individuals replace private lessons or personal coaching.",0.7,0.2167,0.0833
meeting-convention-and-event-planners,"Meeting, convention, and event planners",resilient,59440,155800,0.65,0.25,0.1,"Most disruption comes from employers (corporations, associations, hotels) buying AI event-management and coordination software to boost planner productivity, while a smaller share comes from individuals using AI to self-plan weddings and personal events instead of hiring a planner, with some ambiguity for freelance planners who buy their own tools.",0.75,0.2,0.05,"Most disruption will come from organizations and event-planning firms adopting AI for administrative workflows, while a smaller share will come from individuals using consumer AI to self-plan weddings and other personal events.",0.7,0.2,0.1,"Most AI tools accelerating venue research, budgeting, scheduling, and vendor coordination are bought by corporations, associations, hotels, and planning firms to augment employed planners, while a smaller share of disruption comes from individuals using general AI to self-plan personal events like weddings instead of hiring planners.",0.7,0.2167,0.0833
arbitrators-mediators-and-conciliators,"Arbitrators, mediators, and conciliators",resilient,67710,9100,0.65,0.25,0.1,"AI case-preparation, document review, and online dispute resolution platforms are primarily purchased by courts, ADR firms, and legal organizations, though some individuals in low-stakes disputes may use AI directly to negotiate settlements and bypass hiring a mediator.",0.7,0.15,0.15,"Most disruption will come from courts, law firms, employers, and dispute-resolution providers purchasing AI for case analysis, drafting, scheduling, and online resolution, while a smaller share involves individuals directly using AI to bypass mediators and some platform-based contexts remain ambiguous.",0.7,0.2,0.1,"Most AI disruption involves tools for document review, research, drafting, and ODR platforms purchased by courts, firms, and institutions to augment or partially automate mediators' work, while a smaller share comes from individuals using consumer AI apps to bypass professionals for low-stakes personal disputes, with residual ambiguity in hybrid platform models.",0.6833,0.2,0.1167
pest-control-workers,Pest control workers,resilient,44730,102400,0.55,0.35,0.1,"Most AI disruption comes from pest control companies buying scheduling, routing, and pest-identification tools to augment technicians, but a meaningful consumer share exists as homeowners use AI for DIY pest identification and treatment guidance instead of calling a professional, with modest ambiguity given the minimal overall disruption.",0.8,0.15,0.05,"Most disruption comes from pest-control employers adopting AI for identification, treatment planning, routing, monitoring, and administration, while a smaller share comes from consumers using AI guidance for DIY pest management.",0.7,0.25,0.05,"AI tools for pest ID, routing, treatment planning, and monitoring are primarily sold to pest control firms to augment technicians, while a smaller share of disruption comes from consumers using free/cheap AI for DIY identification and remedies that reduce some residential service calls.",0.6833,0.25,0.0667
